Synonym	Start	Stop	Strand	Name	Synonym	Product	CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS25	CS26	Entry	Entry name	Protein names	Gene names	Pathway	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Cross-reference (GeneID)	EC number	Cross-reference (STRING)	Cross-reference (KEGG)	Cross-reference (UniPathway)
b3336	3466725	3466249	-	bfr	b3336	bacterioferritin, iron storage and detoxification protein	0	0	0	0	141	0	0	0	276	0	65	0	38	4	0	0	0	0	64	0	0	0	0	93	0	0	P0ABD3	BFR_ECOLI	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	bfr b3336 JW3298		intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]	cytosol [GO:0005829]; membrane [GO:0016020]	ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	49582704;947839;	1.16.3.1	511145.b3336;	ecj:JW3298;eco:b3336;	
b3337	3466991	3466797	-	bfd	b3337	bacterioferritin-associated ferredoxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0AE56	BFD_ECOLI	Bacterioferritin-associated ferredoxin	bfd yheA b3337 JW3299		oxidation-reduction process [GO:0055114]		2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]	49582703;947836;		511145.b3337;	ecj:JW3299;eco:b3337;	
b3338	3469853	3467160	-	chiA	b3338	periplasmic endochitinase	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	98	P13656	CHIA_ECOLI	Probable bifunctional chitinase/lysozyme [Includes: Chitinase (EC 3.2.1.14); Lysozyme (EC 3.2.1.17)]	chiA yheB b3338 JW3300		chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	extracellular region [GO:0005576]; outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; endochitinase activity [GO:0008843]; lysozyme activity [GO:0003796]	947837;	3.2.1.14; 3.2.1.17	511145.b3338;	ecj:JW3300;eco:b3338;	
b3339	3471329	3470145	-	tufA	b3339	translation elongation factor EF-Tu 1	1421	1213	1034	715	966	809	1142	1119	883	4128	1061	1532	3184	1349	3047	2507	2854	2984	3051	4573	2157	577	293	534	388	1455	P0CE47	EFTU1_ECOLI	Elongation factor Tu 1 (EF-Tu 1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufA b3339 JW3301		response to antibiotic [GO:0046677]; translational elongation [GO:0006414]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	49582701;947838;		511145.b3339;	ecj:JW3301;eco:b3339;	
b3340	3473514	3471400	-	fusA	b3340	protein chain elongation factor EF-G, GTP-binding	717	514	610	690	1021	259	650	1031	540	4032	879	1062	2819	1216	2569	3127	1679	1685	2528	2189	1630	86	71	253	519	558	P0A6M8	EFG_ECOLI	Elongation factor G (EF-G)	fusA far fus b3340 JW3302		ribosome disassembly [GO:0032790]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	52075099;947847;		511145.b3340;	ecj:JW3302;eco:b3340;	
b3341	3474081	3473542	-	rpsG	b3341	30S ribosomal subunit protein S7	510	209	606	610	565	635	489	1149	418	3858	682	588	2107	534	1992	1911	1359	962	1430	1118	1112	0	74	175	449	413	P02359	RS7_ECOLI	30S ribosomal protein S7 (Small ribosomal subunit protein uS7)	rpsG b3341 JW3303		negative regulation of translation [GO:0017148]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; ribosome [GO:0005840]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	947846;		511145.b3341;	ecj:JW3303;eco:b3341;	
b3342	3474552	3474178	-	rpsL	b3342	30S ribosomal subunit protein S12	464	343	333	403	341	327	236	935	165	1885	506	286	1393	480	1212	909	559	3	1014	442	473	75	35	60	147	70	P0A7S3	RS12_ECOLI	30S ribosomal protein S12 (Small ribosomal subunit protein uS12)	rpsL strA b3342 JW3304		Group I intron splicing [GO:0000372]; maintenance of translational fidelity [GO:1990145]; positive regulation of RNA splicing [GO:0033120]; response to antibiotic [GO:0046677]; RNA folding [GO:0034337]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; ribosome [GO:0005840]	misfolded RNA binding [GO:0034336]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	53886437;947845;		511145.b3342;	ecj:JW3304;eco:b3342;	
b3343	3474965	3474678	-	tusB	b3343	mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein	0	0	52	0	0	0	0	0	0	0	0	0	47	85	13	0	97	0	0	0	0	0	0	0	0	0	P45530	TUSB_ECOLI	Protein TusB (tRNA 2-thiouridine synthesizing protein B)	tusB yheL b3343 JW3305		tRNA wobble position uridine thiolation [GO:0002143]	sulfurtransferase complex [GO:1990228]		947844;		511145.b3343;	ecj:JW3305;eco:b3343;	
b3344	3475332	3474973	-	tusC	b3344	mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein	0	0	86	0	0	0	0	0	0	102	0	0	92	0	77	0	85	0	0	0	0	0	0	0	0	0	P45531	TUSC_ECOLI	Protein TusC (tRNA 2-thiouridine synthesizing protein C)	tusC yheM b3344 JW3306		tRNA wobble position uridine thiolation [GO:0002143]	sulfurtransferase complex [GO:1990228]		947853;		511145.b3344;	ecj:JW3306;eco:b3344;	
b3345	3475718	3475332	-	tusD	b3345	sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	46	0	0	0	0	0	0	0	0	8	0	0	56	0	0	0	0	0	0	0	25	0	0	0	0	0	P45532	TUSD_ECOLI	Sulfurtransferase TusD (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein D)	tusD yheN b3345 JW3307		tRNA wobble position uridine thiolation [GO:0002143]	cytosol [GO:0005829]; sulfurtransferase complex [GO:1990228]	sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]	947852;	2.8.1.-	511145.b3345;	ecj:JW3307;eco:b3345;	
b3346	3476440	3475718	-	yheO	b3346	putative PAS domain-containing DNA-binding transcriptional regulator	27	0	0	12	0	0	63	0	51	0	0	0	0	23	0	0	0	0	0	0	64	0	0	0	0	0	P64624	YHEO_ECOLI	Uncharacterized protein YheO	yheO b3346 JW5703			cytosol [GO:0005829]		49582694;947851;		511145.b3346;	ecj:JW5703;eco:b3346;	
b3347	3477419	3476607	-	fkpA	b3347	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	0	0	0	0	0	0	35	0	39	44	73	0	0	0	0	0	0	0	0	0	148	0	0	0	0	137	P45523	FKBA_ECOLI	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA (PPIase) (EC 5.2.1.8) (Rotamase)	fkpA yzzS b3347 JW3309		protein refolding [GO:0042026]	outer membrane-bounded periplasmic space [GO:0030288]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	947850;	5.2.1.8	511145.b3347;	ecj:JW3309;eco:b3347;	
b3348	3477640	3477858	+	slyX	b3348	phi X174 lysis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A8R4	SLYX_ECOLI	Protein SlyX	slyX b3348 JW3310					49582692;947849;		511145.b3348;	ecj:JW3310;eco:b3348;	
b3349	3478497	3477907	-	slyD	b3349	FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)	0	0	73	0	0	0	0	14	0	169	57	100	82	0	0	88	0	0	0	107	0	0	0	0	0	0	P0A9K9	SLYD_ECOLI	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Histidine-rich protein) (Metallochaperone SlyD) (Rotamase) (Sensitivity to lysis protein D) (WHP)	slyD b3349 JW3311		modulation by symbiont of host adenylate cyclase-mediated signal transduction [GO:0043963]; protein maturation [GO:0051604]; protein maturation by protein folding [GO:0022417]; protein peptidyl-prolyl isomerization [GO:0000413]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; response to heat [GO:0009408]	cytosol [GO:0005829]	cobalt ion binding [GO:0050897]; copper ion binding [GO:0005507]; nickel cation binding [GO:0016151]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	52075090;947859;	5.2.1.8	511145.b3349;	ecj:JW3311;eco:b3349;	
b3350	3480607	3478802	-	kefB	b3350	potassium:proton antiporter	0	0	0	22	36	0	0	0	29	0	0	5	0	14	0	0	29	0	0	0	0	0	0	0	0	0	P45522	KEFB_ECOLI	Glutathione-regulated potassium-efflux system protein KefB (K(+)/H(+) antiporter) (NEM-activable K(+)/H(+) antiporter)	kefB trkB b3350 JW3313		potassium ion transport [GO:0006813]	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]	glutathione-regulated potassium exporter activity [GO:0015503]; solute:proton antiporter activity [GO:0015299]	947858;		511145.b3350;	ecj:JW3313;eco:b3350;	
b3351	3481161	3480607	-	kefG	b3351	potassium-efflux system ancillary protein for KefB, glutathione-regulated	0	0	0	0	0	70	0	68	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A756	KEFG_ECOLI	Glutathione-regulated potassium-efflux system ancillary protein KefG (Putative quinone oxidoreductase KefG) (EC 1.6.5.2)	kefG yheR b3351 JW3314		positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of potassium ion transmembrane transport [GO:1901381]; potassium ion transport [GO:0006813]	plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]	947857;	1.6.5.2	511145.b3351;	ecj:JW3314;eco:b3351;	
b3352	3481289	3483202	+	yheS	b3352	putative transporter subunit of ABC superfamily: ATP-binding component	36	0	0	0	0	0	19	14	0	28	0	0	31	0	41	16	8	0	56	0	0	0	0	0	0	0	P63389	YHES_ECOLI	Probable ATP-binding protein YheS	yheS b3352 JW3315				ATPase activity [GO:0016887]; ATP binding [GO:0005524]	947856;		511145.b3352;	ecj:JW3315;eco:b3352;	
b3353	3483202	3484224	+	yheT	b3353	UPF0017 family putative hydrolase	0	0	0	0	41	0	0	52	4	29	0	0	0	28	3	60	25	0	0	0	46	0	0	0	0	0	P45524	YHET_ECOLI	Putative esterase YheT (EC 3.1.1.-)	yheT b3353 JW3316		cellular lipid metabolic process [GO:0044255]; medium-chain fatty acid biosynthetic process [GO:0051792]; medium-chain fatty acid catabolic process [GO:0051793]		acetylesterase activity [GO:0008126]; acylglycerol lipase activity [GO:0047372]; poly(3-hydroxybutyrate) depolymerase activity [GO:0050526]; short-chain carboxylesterase activity [GO:0034338]	947855;	3.1.1.-	511145.b3353;	ecj:JW3316;eco:b3353;	
b3354	3484218	3484436	+	yheU	b3354	UPF0270 family protein	0	0	0	0	102	0	0	94	129	31	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	P67624	YHEU_ECOLI	UPF0270 protein YheU	yheU b3354 JW3317					52075084;947863;		511145.b3354;	ecj:JW3317;eco:b3354;	
b3355	3484490	3485359	+	prkB	b3355	putative phosphoribulokinase	0	0	0	0	67	0	0	0	0	0	0	0	0	49	0	0	0	0	8	0	0	0	0	0	86	61	P0AEX5	KPPR_ECOLI	Probable phosphoribulokinase (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)	prkB yhfF b3355 JW3318		carbohydrate metabolic process [GO:0005975]		ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphoribulokinase activity [GO:0008974]	48133855;947862;	2.7.1.19	511145.b3355;	ecj:JW3318;eco:b3355;	
b3356	3485818	3485414	-	yhfA	b3356	OsmC family protein	0	0	0	25	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0ADX1	YHFA_ECOLI	Protein YhfA	yhfA b3356 JW3319					52075082;947860;		511145.b3356;	ecj:JW3319;eco:b3356;	
b3357	3486120	3486752	+	crp	b3357	cAMP-activated global transcription factor, mediator of catabolite repression	26	22	43	0	0	72	60	0	0	0	120	52	26	0	0	68	110	0	0	42	79	114	0	0	0	129	P0ACJ8	CRP_ECOLI	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein)	crp cap csm b3357 JW5702		carbon catabolite repression of transcription [GO:0045013]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	AT DNA binding [GO:0003680]; cAMP binding [GO:0030552]; DNA binding, bending [GO:0008301]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; sequence-specific DNA binding [GO:0043565]	52075081;947867;		511145.b3357;	ecj:JW5702;eco:b3357;	
b3358	3486791	3488893	+	yhfK	b3358	putative transporter, FUSC superfamily inner membrane protein, tandem domains	7	0	0	0	16	0	23	13	0	41	13	0	0	0	19	0	0	0	15	0	0	0	0	0	0	0	P45537	YHFK_ECOLI	Uncharacterized protein YhfK	yhfK b3358 JW5701		transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	947866;		511145.b3358;	ecj:JW5701;eco:b3358;	
b3359	3490180	3488960	-	argD	b3359	bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase	0	12	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P18335	ARGD_ECOLI	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	argD dapC dtu b3359 JW3322	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 4/4. {ECO:0000255|HAMAP-Rule:MF_01107, ECO:0000305|PubMed:10074354}.; PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; LL-2,6-diaminopimelate from (S)-tetrahydrodipicolinate (succinylase route): step 2/3. {ECO:0000255|HAMAP-Rule:MF_01107, ECO:0000305|PubMed:10074354}.	arginine biosynthetic process via ornithine [GO:0042450]; lysine biosynthetic process via diaminopimelate and N-succinyl-2-amino-6-ketopimelate [GO:0033359]	cytoplasm [GO:0005737]	identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; succinyldiaminopimelate transaminase activity [GO:0009016]	947864;	2.6.1.11; 2.6.1.17	511145.b3359;	ecj:JW3322;eco:b3359;	UPA00034;UER00020, UPA00068;UER00109
b3360	3490829	3490266	-	pabA	b3360	aminodeoxychorismate synthase, subunit II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	P00903	PABA_ECOLI	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA b3360 JW3323	PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 4-aminobenzoate from chorismate: step 1/2.	folic acid biosynthetic process [GO:0046656]; glutamine metabolic process [GO:0006541]; tetrahydrofolate biosynthetic process [GO:0046654]; tryptophan biosynthetic process [GO:0000162]		4-amino-4-deoxychorismate synthase activity [GO:0046820]	947873;	2.6.1.85	511145.b3360;	ecj:JW3323;eco:b3360;	UPA00077;UER00149
b3361	3491463	3490861	-	fic	b3361	stationary-phase adenosine monophosphate-protein transferase domain protein	66	0	0	0	0	0	87	0	0	53	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	P20605	FIC_ECOLI	Probable protein adenylyltransferase Fic (EC 2.7.7.n1) (Cell filamentation protein Fic)	fic b3361 JW3324		regulation of cell division [GO:0051302]		ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]	947872;	2.7.7.n1	511145.b3361;	ecj:JW3324;eco:b3361;	
b3362	3491620	3491453	-	yhfG	b3362	putative Fic-binding protein	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0ADX5	YHFG_ECOLI	Uncharacterized protein YhfG	yhfG b3362 JW3325					48727348;947871;		511145.b3362;	ecj:JW3325;eco:b3362;	
b3363	3492297	3491725	-	ppiA	b3363	peptidyl-prolyl cis-trans isomerase A (rotamase A)	0	0	0	0	0	0	0	0	0	30	0	0	58	0	0	0	61	85	20	0	69	0	0	0	0	0	P0AFL3	PPIA_ECOLI	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Rotamase A)	ppiA rot rotA b3363 JW3326		protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	49582676;947870;	5.2.1.8	511145.b3363;	ecj:JW3326;eco:b3363;	
b3364	3492568	3493749	+	tsgA	b3364	putative transporter	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P60778	TSGA_ECOLI	Protein TsgA	tsgA gutS yhfC yhfH b3364 JW3327		response to selenite ion [GO:0072714]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	49582675;947869;		511145.b3364;	ecj:JW3327;eco:b3364;	
b3365	3494011	3496554	+	nirB	b3365	nitrite reductase, large subunit, NAD(P)H-binding	0	0	0	0	0	0	16	0	0	15	298	221	0	29	15	0	0	16	7	0	0	0	0	0	0	0	P08201	NIRB_ECOLI	Nitrite reductase (NADH) large subunit (EC 1.7.1.15)	nirB b3365 JW3328	PATHWAY: Nitrogen metabolism; nitrate reduction (assimilation).	anaerobic respiration [GO:0009061]; nitrate assimilation [GO:0042128]	nitrite reductase complex [NAD(P)H] [GO:0009344]	4 iron, 4 sulfur cluster binding [GO:0051539]; flavin adenine dinucleotide binding [GO:0050660]; heme binding [GO:0020037]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitrite reductase [NAD(P)H] activity [GO:0008942]	947868;	1.7.1.15	511145.b3365;	ecj:JW3328;eco:b3365;	UPA00653
b3366	3496551	3496877	+	nirD	b3366	nitrite reductase, NAD(P)H-binding, small subunit	0	0	0	0	0	0	0	0	0	0	74	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A9I8	NIRD_ECOLI	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	nirD b3366 JW3329		anaerobic respiration [GO:0009061]; nitrate assimilation [GO:0042128]	cytoplasm [GO:0005737]; nitrite reductase complex [NAD(P)H] [GO:0009344]	2 iron, 2 sulfur cluster binding [GO:0051537]; nitrite reductase [NAD(P)H] activity [GO:0008942]	52075072;947881;	1.7.1.15	511145.b3366;	ecj:JW3329;eco:b3366;	
b3367	3497003	3497809	+	nirC	b3367	nitrite transporter	0	0	0	0	0	0	0	0	0	16	0	50	0	0	0	0	0	55	50	0	0	0	0	0	0	0	P0AC26	NIRC_ECOLI	Nitrite transporter NirC	nirC b3367 JW3330		formate transport [GO:0015724]; nitrate assimilation [GO:0042128]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	formate transmembrane transporter activity [GO:0015499]	2847757;48107854;		511145.b3367;	ecj:JW3330;eco:b3367;	
b3368	3497828	3499201	+	cysG	b3368	fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase	0	10	37	0	31	0	0	0	0	10	44	16	0	0	0	35	0	40	0	0	0	0	0	0	0	0	P0AEA8	CYSG_ECOLI	Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]	cysG b3368 JW3331	PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis; precorrin-2 from uroporphyrinogen III: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01646}.; PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis; sirohydrochlorin from precorrin-2: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01646}.; PATHWAY: Porphyrin-containing compound metabolism; siroheme biosynthesis; precorrin-2 from uroporphyrinogen III: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01646}.; PATHWAY: Porphyrin-containing compound metabolism; siroheme biosynthesis; siroheme from sirohydrochlorin: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01646}.; PATHWAY: Porphyrin-containing compound metabolism; siroheme biosynthesis; sirohydrochlorin from precorrin-2: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01646}.	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]; response to osmotic stress [GO:0006970]; siroheme biosynthetic process [GO:0019354]		NAD binding [GO:0051287]; precorrin-2 dehydrogenase activity [GO:0043115]; sirohydrochlorin ferrochelatase activity [GO:0051266]; uroporphyrin-III C-methyltransferase activity [GO:0004851]	947880;	2.1.1.107; 1.3.1.76; 4.99.1.4	511145.b3368;	ecj:JW3331;eco:b3368;	UPA00148;UER00211, UPA00148;UER00222, UPA00262;UER00211, UPA00262;UER00222, UPA00262;UER00376
